CustomerID,Age,Gender,TenureMonths,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
405cacec-8774-49a9-b7d2-1e02ff01cf99,67,Male,33,Month-to-month,Bank transfer,102.06,3424.83,7,No
f143262f-dc5c-4eed-8da0-365bf89897b9,61,Male,13,Month-to-month,Mailed check,21.82,306.0,2,No
1d53434b-b881-49b9-ae27-0da702f06b90,40,Male,8,Month-to-month,Mailed check,22.33,149.17,3,No
c0398710-8976-4334-a281-7efdae849217,67,Male,29,Month-to-month,Electronic check,100.35,2952.63,8,Yes
5715bd6f-a416-4293-84c2-e2e3444ea7c8,54,Male,24,Two year,Electronic check,93.16,2217.45,7,No
287d06ca-6f4c-469a-8b22-d3081c8eaee9,49,Male,12,Month-to-month,Electronic check,93.99,1100.49,2,Yes
b8db0672-f42d-47cc-80d4-af5974273ca3,34,Male,62,Month-to-month,Electronic check,52.0,3212.04,8,No
f8cda88b-436d-46e2-b83c-fe0be037e5ed,26,Male,28,Two year,Credit card,68.25,1953.7,9,No
81f76d1c-2dbc-4134-830f-f46e8026695f,22,Male,12,Month-to-month,Bank transfer,41.27,585.92,8,No
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,61,Male,7,Month-to-month,Credit card,27.28,211.19,1,No
81f631d4-a392-41a7-9777-a4774c66e0a8,19,Male,29,Month-to-month,Bank transfer,78.13,2280.26,3,Yes
5fb8d16c-2720-497d-b2eb-d6899be578c7,48,Male,61,Month-to-month,Bank transfer,62.42,3798.26,9,Yes
f4188f3f-8a14-4e62-a95b-4715c333e861,20,Male,13,Month-to-month,Mailed check,25.63,396.75,8,Yes
eb2263dd-87c5-421e-ac24-a3c5c754108f,66,Male,56,One year,Electronic check,116.32,6552.46,4,Yes
7d154385-52fb-443b-9954-6eb400257ad1,38,Male,36,One year,Credit card,27.54,967.85,0,No
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,20,Female,57,Two year,Mailed check,115.04,6529.47,7,Yes
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,41,Female,8,Month-to-month,Credit card,66.37,582.59,4,No
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,44,Female,63,One year,Electronic check,61.12,3760.05,2,No
14296c07-f26b-4776-913e-4de2e0c53cb8,35,Male,69,One year,Mailed check,28.27,1957.73,4,Yes
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,50,Female,65,Month-to-month,Bank transfer,35.04,2329.46,4,No
885f6e66-c2b6-42c5-ba5d-310011b7e948,42,Female,59,Two year,Electronic check,26.35,1571.77,4,No
a8e56e0c-20de-435d-a031-d750c40db9b4,40,Male,53,Two year,Mailed check,57.79,3158.45,4,No
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,63,Male,51,Month-to-month,Credit card,42.86,2238.88,7,Yes
9b49bd26-df57-459a-8715-a10343dac043,51,Female,3,One year,Credit card,101.64,381.99,4,Yes
edcd465e-3638-4821-b6e0-7cc06c52c49f,34,Female,47,Month-to-month,Electronic check,82.03,3807.16,5,Yes
b09b2a5c-badc-432a-8159-0f538a0f4efb,51,Female,50,One year,Mailed check,75.48,3808.3,2,No
66245bfa-4fcc-439a-b683-d2e6337ea2df,69,Male,38,Month-to-month,Bank transfer,59.65,2315.78,4,No
5f987c71-a65e-488e-abf3-ad39fec21bbe,27,Female,17,Month-to-month,Credit card,26.62,469.08,4,No
7394988f-847f-49b4-a64d-1bcb702753a1,19,Male,43,Month-to-month,Bank transfer,73.73,3287.49,5,No
1064005c-3985-43cf-bf76-be1d1efa2197,21,Female,4,Month-to-month,Bank transfer,107.43,374.63,1,Yes
8dcdcd03-969b-4662-8562-8059568cc69b,68,Male,21,Month-to-month,Credit card,54.76,1152.5,4,Yes
01d74256-3860-4ab6-96a4-02f23ae8cc93,43,Female,34,Month-to-month,Mailed check,89.04,3002.93,8,Yes
0f1259e0-a18f-46b6-b535-106e122c9a56,64,Male,56,Two year,Bank transfer,57.73,3241.96,3,No
080aadfb-e7c9-4b26-9141-25c63a9bedd4,39,Female,28,Month-to-month,Credit card,92.05,2538.64,9,Yes
839fbc50-1223-4513-9496-f63cdc1110c1,68,Male,3,Two year,Mailed check,94.96,226.39,8,No
7c441fe7-ab42-40a7-874a-493b3ceddf2d,45,Female,39,Month-to-month,Bank transfer,28.92,1044.93,8,No
b92da22b-21df-406f-8a0b-3c3336d8393a,37,Male,68,Month-to-month,Electronic check,69.84,4752.99,1,No
93829b43-922f-415a-a1e3-db63ef7ddc76,57,Male,42,Month-to-month,Mailed check,109.96,4575.26,1,Yes
7914c120-c8dc-419f-be35-11287900f7f9,62,Female,33,Month-to-month,Electronic check,35.29,1132.04,7,No
1825bc54-30be-445f-a835-14f2ceb81f9d,20,Male,31,Month-to-month,Credit card,119.73,3687.27,5,Yes
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,45,Male,4,Month-to-month,Mailed check,45.79,208.21,8,Yes
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,28,Female,26,Month-to-month,Credit card,40.51,1004.38,9,Yes
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,36,Female,20,Month-to-month,Bank transfer,90.72,1803.73,3,Yes
0f844fef-1931-49ee-a56c-0941fbf24050,20,Male,6,Month-to-month,Mailed check,74.86,456.09,9,No
ccf3a171-56dc-4907-ba6c-34ab6712303a,30,Female,2,Month-to-month,Bank transfer,88.15,202.79,7,Yes
310c0c00-3fa7-4104-9bf9-0e27dc96925e,52,Female,49,Two year,Credit card,116.5,5780.58,4,No
23e2fcb4-72d8-467d-894a-05e430b187ef,26,Female,35,Two year,Credit card,77.45,2704.76,8,No
766ecb15-474e-4c19-aef9-12766c006f61,47,Male,37,Two year,Bank transfer,83.38,3090.75,3,No
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,59,Male,18,Two year,Bank transfer,91.38,1657.35,0,No
db20a56e-dc81-4fe7-8eda-8bbb71710434,32,Male,25,Month-to-month,Bank transfer,58.39,1500.04,4,No
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,68,Male,51,Month-to-month,Bank transfer,82.77,4177.53,0,No
03c72ba8-d605-4770-8a63-f881ffd0f9d5,56,Male,36,Two year,Electronic check,51.17,1822.1,4,No
c0e9ab30-ed26-42e9-97e0-11b7f8102383,50,Female,68,One year,Mailed check,69.4,4698.89,3,No
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,69,Female,15,One year,Electronic check,68.64,1042.63,3,No
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,19,Male,36,One year,Bank transfer,79.9,2817.51,6,No
2a25a888-0f02-4ad0-a706-7ef466aa9385,63,Male,12,Two year,Credit card,70.59,813.07,8,Yes
63f2ae24-fc3d-4348-808d-4127610461e3,57,Female,43,Two year,Credit card,111.88,4871.09,9,Yes
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,68,Male,40,Two year,Bank transfer,65.08,2636.82,4,No
b253d218-6c4a-47ea-8906-17f2747b6dba,63,Female,54,Two year,Electronic check,106.99,5904.39,4,Yes
c88a618e-fed4-457d-bb02-6576f512c4c3,26,Female,52,One year,Mailed check,53.35,2800.4,3,No
7c967f79-b7e9-4aca-a970-65e18e46d534,28,Female,2,Month-to-month,Bank transfer,93.75,112.36,2,Yes
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,42,Male,52,Month-to-month,Credit card,51.15,2646.76,5,Yes
bc594585-9445-48c0-8ef8-c2d6f7fd5646,67,Male,49,Month-to-month,Credit card,65.9,3284.47,7,Yes
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,18,Female,13,Month-to-month,Bank transfer,40.99,541.67,2,Yes
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,47,Male,49,Month-to-month,Mailed check,103.66,4996.8,2,Yes
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,19,Female,38,One year,Credit card,38.19,1486.27,6,No
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,49,Female,34,Month-to-month,Bank transfer,117.89,4069.37,2,Yes
118a9d29-2f92-4996-99f1-95d014822f53,25,Female,67,Two year,Credit card,43.82,2827.22,1,No
dca02eec-acda-4acc-9165-e21098543881,41,Female,32,Two year,Bank transfer,116.26,3635.66,1,Yes
f10c718b-1eb0-438a-a75d-d5af3c365296,24,Male,23,Two year,Credit card,38.14,832.19,3,No
94340a03-3f07-4814-91d6-3f78e3e9de99,35,Female,1,Two year,Credit card,53.59,30.66,6,Yes
14fcdd54-9e8f-4965-8a2c-827e98326856,22,Male,38,One year,Electronic check,63.61,2471.61,2,No
90b2b633-956b-4c0c-a849-9b926b5252e3,39,Female,24,Month-to-month,Mailed check,68.74,1655.47,0,No
42c18a62-ef48-48d5-90fd-9d3f85d51695,34,Female,9,One year,Electronic check,60.26,549.86,8,Yes
506e5a9a-b758-488d-ab73-295b344a54b8,60,Female,4,Month-to-month,Electronic check,37.17,67.2,0,Yes
21813d25-6552-48a6-83ff-50113d1a85dd,55,Female,27,Two year,Mailed check,93.22,2544.53,1,No
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,24,Female,45,Two year,Electronic check,58.31,2592.71,5,No
ef8c485b-c07a-40f2-add4-253b50f0fd0a,68,Male,36,One year,Electronic check,58.93,2122.78,7,No
9f044aed-7552-4327-8262-7f7312922f83,53,Male,59,Month-to-month,Bank transfer,114.93,6806.86,5,No
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,50,Female,36,One year,Bank transfer,79.51,2856.44,0,No
8181a8cc-3691-47eb-89a2-688b12c136e0,62,Male,26,Month-to-month,Electronic check,27.51,713.51,7,Yes
5958a499-eeea-463e-a1e8-ac6843e42caf,56,Male,3,Month-to-month,Credit card,89.47,356.95,5,Yes
3e896c64-e117-4ac3-919c-4ea3e1805081,36,Male,44,Two year,Electronic check,33.68,1478.2,7,No
702cdd20-2862-48b8-88f4-ef125e9953d2,48,Male,70,Two year,Mailed check,68.94,4856.83,9,Yes
4d71c366-b41b-4143-8b10-550cd5704f32,43,Male,32,One year,Bank transfer,119.94,3775.53,6,Yes
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,24,Male,48,Month-to-month,Bank transfer,114.43,5622.94,1,No
aaf91531-0200-41f0-8768-a84fa76afde6,69,Male,18,One year,Bank transfer,23.7,356.34,1,No
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,60,Female,55,Month-to-month,Bank transfer,51.53,2859.2,0,No
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,39,Male,13,One year,Credit card,62.68,803.93,2,No
e3c43657-1d8c-4bac-83b4-09ef2260e70f,47,Male,13,One year,Credit card,113.26,1522.17,6,Yes
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,46,Female,62,Month-to-month,Electronic check,78.08,4807.07,8,Yes
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,37,Male,65,Month-to-month,Bank transfer,66.73,4261.39,7,Yes
afffcfd2-341e-440b-97c7-00aab7b56ea7,21,Female,62,One year,Credit card,21.79,1349.25,0,No
81627cf1-4394-42e6-9a58-7e8aa25d6b29,21,Female,59,Two year,Electronic check,45.9,2719.81,5,No
e87d1c78-e7c4-41c7-8049-7b717d106c60,63,Female,11,Two year,Mailed check,36.7,412.02,4,No
a2607723-17a0-4f49-8d01-280fd89a40c0,63,Female,57,Month-to-month,Electronic check,115.73,6621.23,7,Yes
0b49452d-46d4-43f3-9450-281c6c6f7633,22,Female,47,Month-to-month,Electronic check,112.78,5371.69,0,Yes
217d65a0-c568-41cd-9563-f61600e85ece,49,Male,13,Month-to-month,Bank transfer,23.49,276.83,3,No
295d6fbf-430f-401d-bad4-09e2a319dcb4,51,Male,56,Month-to-month,Credit card,67.67,3786.07,8,Yes
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,51,Female,38,Month-to-month,Electronic check,24.88,936.06,1,Yes
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,65,Male,28,Month-to-month,Electronic check,26.15,734.36,2,No
b0e6a969-e213-42b0-b1ee-dba313432e61,57,Female,40,One year,Electronic check,93.39,3787.12,7,No
093923de-8bab-4e3b-a628-6bfbe767dcea,57,Female,59,Two year,Electronic check,53.4,3166.49,6,No
8d7248e2-951f-48d0-9e84-f058d5a804eb,62,Female,31,Two year,Mailed check,101.99,3130.21,4,No
0ab54bde-20a0-4502-ae06-809725e97977,48,Female,2,Two year,Electronic check,45.87,124.37,7,Yes
eededb07-e623-4689-9d59-cd2a4eea04e7,41,Male,35,Month-to-month,Bank transfer,96.1,3268.87,9,Yes
0a368ce7-dc57-4131-b8e1-daa7cbceabde,51,Male,28,One year,Mailed check,95.37,2642.58,3,Yes
ae9bec36-35c7-436c-9b99-62c6e61fecc0,44,Female,17,One year,Electronic check,78.22,1354.33,0,Yes
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,35,Female,14,Two year,Electronic check,64.6,959.58,6,Yes
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,50,Female,32,One year,Mailed check,20.1,729.47,1,No
bfddc3d9-9ee3-4c2a-b94d-62046808593f,46,Female,13,Two year,Bank transfer,99.48,1242.18,1,No
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,37,Female,27,Two year,Mailed check,35.11,983.39,4,No
ccc56569-f9e8-4369-a999-b735dd56cc94,54,Male,6,One year,Electronic check,118.4,755.29,1,Yes
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,66,Male,24,Month-to-month,Bank transfer,67.15,1601.27,7,Yes
ecab3301-bc8f-4d29-adea-94930658663a,42,Male,53,Month-to-month,Bank transfer,104.48,5569.58,4,No
696608aa-ee49-4329-884a-7b28550a1b46,20,Female,46,Month-to-month,Mailed check,31.73,1526.04,0,No
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,37,Female,9,Month-to-month,Electronic check,36.08,258.4,1,No
28c13091-444d-410b-bf87-e362cf8d446a,28,Female,21,Month-to-month,Credit card,59.55,1308.28,5,Yes
61ee411a-1bac-47a7-b386-f7a4c991603f,62,Male,33,Two year,Electronic check,23.96,742.33,0,No
787f2425-dbcc-4477-89e9-db0adf465290,63,Female,54,One year,Credit card,54.6,2946.01,7,Yes
eb1fa9f2-d10b-41d0-b317-347038f16a81,50,Female,33,Two year,Mailed check,23.32,760.61,1,No
d20eac17-4e20-4d1a-9983-36e375d66ed4,43,Female,15,Month-to-month,Bank transfer,87.04,1269.01,7,Yes
39118497-3a43-42ba-9f0f-06cbcb9bc326,20,Male,6,One year,Electronic check,25.2,241.8,7,No
6601ddd0-3170-4437-a8f7-ef5a060edf5b,45,Female,62,One year,Bank transfer,28.01,1754.52,3,No
11c58ef0-dd46-4c09-8752-87aa5408f9ac,23,Female,22,Month-to-month,Bank transfer,24.08,518.66,1,Yes
59e4b671-4774-4c58-85f8-bc16f7860b50,40,Female,13,Month-to-month,Bank transfer,41.92,484.23,6,Yes
adf4e62d-6651-429e-8268-690ba43825b5,62,Female,53,One year,Bank transfer,36.17,1942.31,2,Yes
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,68,Male,61,Month-to-month,Bank transfer,40.36,2362.09,6,Yes
e08596db-1d87-4966-8710-d430f071d879,47,Male,31,Month-to-month,Credit card,62.55,1877.76,3,No
94a1875d-2db6-4edb-82de-ffccf86c2ca2,67,Male,51,One year,Credit card,22.94,1096.72,1,No
09cb3942-43f5-4a85-bbc9-f87af668a617,19,Male,34,One year,Bank transfer,47.68,1661.14,2,No
587ef344-6f3f-420c-98b8-e4cc1bc044fc,57,Male,15,Month-to-month,Mailed check,91.58,1382.66,6,Yes
6fb78271-504d-481f-8953-5b63ba81edd9,31,Female,2,Month-to-month,Electronic check,26.91,9.13,7,Yes
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,37,Female,70,One year,Electronic check,116.94,8178.82,1,No
30a900ad-939b-462d-a645-f129629c2ae3,22,Male,65,One year,Credit card,59.67,3840.2,9,Yes
6fa17735-b572-43d0-8b5c-ea6a41357e8c,31,Female,10,One year,Electronic check,63.09,592.89,3,No
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,29,Male,57,Month-to-month,Credit card,57.94,3220.74,4,No
f0b5156b-b82c-4074-afd5-dea589d7fd6c,61,Female,28,Two year,Mailed check,40.58,1196.52,3,No
3270e4fa-abae-4f43-bcae-8081bdf070aa,19,Male,37,Two year,Electronic check,84.0,3076.81,4,Yes
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,68,Female,12,Month-to-month,Electronic check,67.99,789.04,1,Yes
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,46,Male,39,Month-to-month,Bank transfer,72.17,2836.02,6,Yes
1fe771d6-d917-4793-a9d3-c2e6505cc686,62,Female,50,Month-to-month,Bank transfer,36.24,1707.61,4,Yes
81d2c7de-4ce1-4b90-a669-7833b841d0a0,25,Male,5,Two year,Bank transfer,89.26,444.76,0,No
5380b904-688c-4015-aab9-7e494f2d4796,64,Female,46,Two year,Electronic check,41.57,2012.39,4,No
8dedf9fb-4bb0-4f20-b27c-40266703b636,58,Female,62,One year,Mailed check,80.5,5031.12,8,No
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,26,Male,31,One year,Credit card,85.05,2616.63,5,Yes
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,55,Male,70,Two year,Electronic check,99.78,7049.09,7,Yes
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,24,Male,15,One year,Mailed check,59.62,881.23,4,No
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,46,Male,33,Month-to-month,Electronic check,64.44,2128.6,7,No
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,27,Female,46,One year,Electronic check,106.33,4879.56,1,No
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,46,Female,25,Month-to-month,Mailed check,72.66,1809.0,6,No
7118e364-7709-4749-927e-ecfaa79ac9aa,67,Female,43,Month-to-month,Bank transfer,63.09,2631.16,4,No
82dc4c8e-36b5-429a-acf5-e81e71316269,42,Female,51,Month-to-month,Electronic check,67.92,3440.58,3,Yes
f5b78cc7-e6b3-4944-8b32-3e357922bac2,69,Female,27,Two year,Credit card,73.92,1974.47,9,No
a8aa7158-2b70-4525-bc67-f831cbc84759,35,Female,49,Two year,Mailed check,32.19,1604.81,9,No
a9f25336-83f4-49a9-88a6-39d015b52908,48,Male,63,Month-to-month,Mailed check,38.52,2378.34,7,No
17e8392a-55ce-45db-9e87-e04ca2086977,21,Female,7,Two year,Credit card,24.34,193.98,6,No
3c20592f-c04a-46c4-b3b6-3fe1d1843324,38,Female,9,One year,Bank transfer,81.1,736.86,9,Yes
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,59,Female,24,Month-to-month,Mailed check,45.56,1146.93,3,No
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,27,Male,18,One year,Mailed check,65.18,1127.59,1,No
9c7c7377-79a2-4903-bbe3-3b243eae0032,66,Male,33,Month-to-month,Electronic check,37.84,1195.55,6,Yes
74962764-12a4-4ef0-84bb-b7a9d98868dd,27,Male,57,Month-to-month,Mailed check,47.45,2667.65,6,No
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,20,Female,39,One year,Bank transfer,119.13,4674.52,6,No
624c69b6-b244-45a7-b7e5-848131c681ec,53,Female,36,Month-to-month,Credit card,56.7,2122.62,5,Yes
25c73c44-3e75-43b4-a64f-a6637e8f8095,21,Male,49,Two year,Credit card,100.04,4913.65,5,No
e4855aa1-016b-4287-b008-05cca7f36ae9,20,Female,44,Month-to-month,Bank transfer,39.03,1639.53,1,No
e2add909-c521-4f2d-9c45-d539c03f3538,19,Female,35,One year,Mailed check,53.36,1826.35,4,Yes
3805f907-6cd6-4193-8746-8f591b494e15,48,Male,55,One year,Mailed check,62.27,3432.92,6,No
b227462c-f53d-4330-8dda-24ba2d06e8cf,34,Female,12,Two year,Bank transfer,112.72,1325.94,7,Yes
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,37,Female,65,Two year,Electronic check,29.29,1833.49,5,Yes
1f115b76-d92c-4227-aadf-50853fcb7546,56,Female,33,One year,Credit card,98.2,3187.07,1,No
76f2dbfe-cd29-436f-a222-82e174daaebf,19,Male,65,Month-to-month,Credit card,47.97,3073.56,9,No
8f15ba58-fce6-4504-87f8-424daae65fc1,23,Male,22,Month-to-month,Mailed check,76.66,1687.83,0,Yes
c1581092-f335-4ba3-913a-7052986f9025,35,Male,35,One year,Mailed check,106.81,3614.92,5,Yes
d0a44432-9cd6-4852-b14c-7df4e4347d51,24,Female,14,Month-to-month,Electronic check,22.29,290.35,3,No
6d3ee1dc-8139-4443-a45b-712eb8225688,27,Male,66,Month-to-month,Mailed check,51.37,3363.23,0,No
722764e6-8c41-461b-a827-a1b9d4a02e53,63,Male,52,One year,Electronic check,102.52,5291.06,4,Yes
dc8aee30-be60-43f7-a8be-9288e5af6e39,42,Male,68,Month-to-month,Credit card,116.58,7945.02,3,Yes
c074718e-425a-409f-b337-c59979844388,23,Female,43,One year,Credit card,56.48,2485.84,1,No
46fde062-a33d-47af-9701-410d3f4b1a70,19,Female,11,One year,Bank transfer,89.5,883.72,8,Yes
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,26,Male,21,Month-to-month,Mailed check,46.54,1004.77,0,No
709b7d97-464c-44af-bd3f-3799a07295e9,56,Female,17,Month-to-month,Credit card,50.63,814.59,3,No
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,55,Male,50,Month-to-month,Credit card,60.48,2960.36,5,No
e49d681d-51d8-4c64-95fa-1ab8458f1f19,54,Male,5,Month-to-month,Mailed check,33.38,234.17,4,Yes
269cd696-236c-4b87-94a0-bccb8a476a87,32,Male,10,One year,Credit card,73.53,685.59,4,No
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,43,Female,68,Two year,Credit card,93.74,6372.77,7,No
